home_team,away_team,home_goals,away_goals,result,season
BlackburnRovers,SwanseaCity,4,2,H,2011-2012
ManchesterCity,NorwichCity,5,1,H,2011-2012
QueensParkRangers,WestBromwichAlbion,1,1,D,2011-2012
TottenhamHotspur,BoltonWanderers,3,0,H,2011-2012
WiganAthletic,Arsenal,0,4,A,2011-2012
AstonVilla,ManchesterUnited,0,1,A,2011-2012
Everton,StokeCity,0,1,A,2011-2012
WolverhamptonWanderers,Sunderland,2,1,H,2011-2012
Fulham,Liverpool,1,0,H,2011-2012
Arsenal,Everton,1,0,H,2011-2012
BoltonWanderers,AstonVilla,1,2,A,2011-2012
Liverpool,QueensParkRangers,1,0,H,2011-2012
ManchesterUnited,WolverhamptonWanderers,4,1,H,2011-2012
NorwichCity,NewcastleUnited,4,2,H,2011-2012
SwanseaCity,Fulham,2,0,H,2011-2012
WestBromwichAlbion,WiganAthletic,1,2,A,2011-2012
Sunderland,BlackburnRovers,2,1,H,2011-2012
StokeCity,TottenhamHotspur,2,1,H,2011-2012
Chelsea,ManchesterCity,2,1,H,2011-2012
BlackburnRovers,WestBromwichAlbion,1,2,A,2011-2012
Everton,NorwichCity,1,1,D,2011-2012
Fulham,BoltonWanderers,2,0,H,2011-2012
NewcastleUnited,SwanseaCity,0,0,D,2011-2012
WolverhamptonWanderers,StokeCity,1,2,A,2011-2012
WiganAthletic,Chelsea,1,1,D,2011-2012
QueensParkRangers,ManchesterUnited,0,2,A,2011-2012
AstonVilla,Liverpool,0,2,A,2011-2012
TottenhamHotspur,Sunderland,1,0,H,2011-2012
ManchesterCity,Arsenal,1,0,H,2011-2012
WolverhamptonWanderers,NorwichCity,2,2,D,2011-2012
BlackburnRovers,BoltonWanderers,1,2,A,2011-2012
AstonVilla,Arsenal,1,2,A,2011-2012
ManchesterCity,StokeCity,3,0,H,2011-2012
NewcastleUnited,WestBromwichAlbion,2,3,A,2011-2012
Everton,SwanseaCity,1,0,H,2011-2012
Fulham,ManchesterUnited,0,5,A,2011-2012
QueensParkRangers,Sunderland,2,3,A,2011-2012
WiganAthletic,Liverpool,0,0,D,2011-2012
TottenhamHotspur,Chelsea,1,1,D,2011-2012
Chelsea,Fulham,1,1,D,2011-2012
BoltonWanderers,NewcastleUnited,0,2,A,2011-2012
Liverpool,BlackburnRovers,1,1,D,2011-2012
ManchesterUnited,WiganAthletic,5,0,H,2011-2012
Sunderland,Everton,1,1,D,2011-2012
WestBromwichAlbion,ManchesterCity,0,0,D,2011-2012
StokeCity,AstonVilla,0,0,D,2011-2012
Arsenal,WolverhamptonWanderers,1,1,D,2011-2012
SwanseaCity,QueensParkRangers,1,1,D,2011-2012
NorwichCity,TottenhamHotspur,0,2,A,2011-2012
Liverpool,NewcastleUnited,3,1,H,2011-2012
ManchesterUnited,BlackburnRovers,2,3,A,2011-2012
Arsenal,QueensParkRangers,1,0,H,2011-2012
BoltonWanderers,WolverhamptonWanderers,1,1,D,2011-2012
Chelsea,AstonVilla,1,3,A,2011-2012
NorwichCity,Fulham,1,1,D,2011-2012
StokeCity,WiganAthletic,2,2,D,2011-2012
SwanseaCity,TottenhamHotspur,1,1,D,2011-2012
WestBromwichAlbion,Everton,0,1,A,2011-2012
Sunderland,ManchesterCity,1,0,H,2011-2012
AstonVilla,SwanseaCity,0,2,A,2011-2012
BlackburnRovers,StokeCity,1,2,A,2011-2012
QueensParkRangers,NorwichCity,1,2,A,2011-2012
WolverhamptonWanderers,Chelsea,1,2,A,2011-2012
Fulham,Arsenal,2,1,H,2011-2012
TottenhamHotspur,WestBromwichAlbion,1,0,H,2011-2012
WiganAthletic,Sunderland,1,4,A,2011-2012
ManchesterCity,Liverpool,3,0,H,2011-2012
Everton,BoltonWanderers,1,2,A,2011-2012
NewcastleUnited,ManchesterUnited,3,0,H,2011-2012
TottenhamHotspur,Everton,2,0,H,2011-2012
AstonVilla,Everton,1,1,D,2011-2012
BlackburnRovers,Fulham,3,1,H,2011-2012
Chelsea,Sunderland,1,0,H,2011-2012
Liverpool,StokeCity,0,0,D,2011-2012
ManchesterUnited,BoltonWanderers,3,0,H,2011-2012
TottenhamHotspur,WolverhamptonWanderers,1,1,D,2011-2012
WestBromwichAlbion,NorwichCity,1,2,A,2011-2012
NewcastleUnited,QueensParkRangers,1,0,H,2011-2012
SwanseaCity,Arsenal,3,2,H,2011-2012
WiganAthletic,ManchesterCity,0,1,A,2011-2012
NorwichCity,Chelsea,0,0,D,2011-2012
Everton,BlackburnRovers,1,1,D,2011-2012
Fulham,NewcastleUnited,5,2,H,2011-2012
QueensParkRangers,WiganAthletic,3,1,H,2011-2012
StokeCity,WestBromwichAlbion,1,2,A,2011-2012
Sunderland,SwanseaCity,2,0,H,2011-2012
WolverhamptonWanderers,AstonVilla,2,3,A,2011-2012
BoltonWanderers,Liverpool,3,1,H,2011-2012
ManchesterCity,TottenhamHotspur,3,2,H,2011-2012
Arsenal,ManchesterUnited,1,2,A,2011-2012
SwanseaCity,Chelsea,1,1,D,2011-2012
TottenhamHotspur,WiganAthletic,3,1,H,2011-2012
WolverhamptonWanderers,Liverpool,0,3,A,2011-2012
Everton,ManchesterCity,1,0,H,2011-2012
ManchesterUnited,StokeCity,2,0,H,2011-2012
AstonVilla,QueensParkRangers,2,2,D,2011-2012
BlackburnRovers,NewcastleUnited,0,2,A,2011-2012
BoltonWanderers,Arsenal,0,0,D,2011-2012
Fulham,WestBromwichAlbion,1,1,D,2011-2012
Sunderland,NorwichCity,3,0,H,2011-2012
Arsenal,BlackburnRovers,7,1,H,2011-2012
NorwichCity,BoltonWanderers,2,0,H,2011-2012
QueensParkRangers,WolverhamptonWanderers,1,2,A,2011-2012
StokeCity,Sunderland,0,1,A,2011-2012
WestBromwichAlbion,SwanseaCity,1,2,A,2011-2012
WiganAthletic,Everton,1,1,D,2011-2012
ManchesterCity,Fulham,3,0,H,2011-2012
NewcastleUnited,AstonVilla,2,1,H,2011-2012
Chelsea,ManchesterUnited,3,3,D,2011-2012
Liverpool,TottenhamHotspur,0,0,D,2011-2012
ManchesterUnited,Liverpool,2,1,H,2011-2012
BlackburnRovers,QueensParkRangers,3,2,H,2011-2012
BoltonWanderers,WiganAthletic,1,2,A,2011-2012
Everton,Chelsea,2,0,H,2011-2012
Fulham,StokeCity,2,1,H,2011-2012
Sunderland,Arsenal,1,2,A,2011-2012
SwanseaCity,NorwichCity,2,3,A,2011-2012
TottenhamHotspur,NewcastleUnited,5,0,H,2011-2012
WolverhamptonWanderers,WestBromwichAlbion,1,5,A,2011-2012
AstonVilla,ManchesterCity,0,1,A,2011-2012
Chelsea,BoltonWanderers,3,0,H,2011-2012
NewcastleUnited,WolverhamptonWanderers,2,2,D,2011-2012
QueensParkRangers,Fulham,0,1,A,2011-2012
WestBromwichAlbion,Sunderland,4,0,H,2011-2012
WiganAthletic,AstonVilla,0,0,D,2011-2012
ManchesterCity,BlackburnRovers,3,0,H,2011-2012
Arsenal,TottenhamHotspur,5,2,H,2011-2012
NorwichCity,ManchesterUnited,1,2,A,2011-2012
StokeCity,SwanseaCity,2,0,H,2011-2012
Liverpool,Arsenal,1,2,A,2011-2012
BlackburnRovers,AstonVilla,1,1,D,2011-2012
ManchesterCity,BoltonWanderers,2,0,H,2011-2012
QueensParkRangers,Everton,1,1,D,2011-2012
StokeCity,NorwichCity,1,0,H,2011-2012
WestBromwichAlbion,Chelsea,1,0,H,2011-2012
WiganAthletic,SwanseaCity,0,2,A,2011-2012
NewcastleUnited,Sunderland,1,1,D,2011-2012
Fulham,WolverhamptonWanderers,5,0,H,2011-2012
TottenhamHotspur,ManchesterUnited,1,3,A,2011-2012
BoltonWanderers,QueensParkRangers,2,1,H,2011-2012
AstonVilla,Fulham,1,0,H,2011-2012
Chelsea,StokeCity,1,0,H,2011-2012
Sunderland,Liverpool,1,0,H,2011-2012
WolverhamptonWanderers,BlackburnRovers,0,2,A,2011-2012
Everton,TottenhamHotspur,1,0,H,2011-2012
ManchesterUnited,WestBromwichAlbion,2,0,H,2011-2012
SwanseaCity,ManchesterCity,1,0,H,2011-2012
NorwichCity,WiganAthletic,1,1,D,2011-2012
Arsenal,NewcastleUnited,2,1,H,2011-2012
Liverpool,Everton,3,0,H,2011-2012
Fulham,SwanseaCity,0,3,A,2011-2012
WiganAthletic,WestBromwichAlbion,1,1,D,2011-2012
WolverhamptonWanderers,ManchesterUnited,0,5,A,2011-2012
NewcastleUnited,NorwichCity,1,0,H,2011-2012
BlackburnRovers,Sunderland,2,0,H,2011-2012
ManchesterCity,Chelsea,2,1,H,2011-2012
TottenhamHotspur,StokeCity,1,1,D,2011-2012
Everton,Arsenal,0,1,A,2011-2012
QueensParkRangers,Liverpool,3,2,H,2011-2012
Chelsea,TottenhamHotspur,0,0,D,2011-2012
Arsenal,AstonVilla,3,0,H,2011-2012
BoltonWanderers,BlackburnRovers,2,1,H,2011-2012
Liverpool,WiganAthletic,1,2,A,2011-2012
NorwichCity,WolverhamptonWanderers,2,1,H,2011-2012
Sunderland,QueensParkRangers,3,1,H,2011-2012
SwanseaCity,Everton,0,2,A,2011-2012
StokeCity,ManchesterCity,1,1,D,2011-2012
WestBromwichAlbion,NewcastleUnited,1,3,A,2011-2012
ManchesterUnited,Fulham,1,0,H,2011-2012
AstonVilla,Chelsea,2,4,A,2011-2012
Everton,WestBromwichAlbion,2,0,H,2011-2012
Fulham,NorwichCity,2,1,H,2011-2012
ManchesterCity,Sunderland,3,3,D,2011-2012
QueensParkRangers,Arsenal,2,1,H,2011-2012
WiganAthletic,StokeCity,2,0,H,2011-2012
WolverhamptonWanderers,BoltonWanderers,2,3,A,2011-2012
NewcastleUnited,Liverpool,2,0,H,2011-2012
TottenhamHotspur,SwanseaCity,3,1,H,2011-2012
BlackburnRovers,ManchesterUnited,0,2,A,2011-2012
SwanseaCity,NewcastleUnited,0,2,A,2011-2012
Sunderland,TottenhamHotspur,0,0,D,2011-2012
BoltonWanderers,Fulham,0,3,A,2011-2012
Chelsea,WiganAthletic,2,1,H,2011-2012
Liverpool,AstonVilla,1,1,D,2011-2012
NorwichCity,Everton,2,2,D,2011-2012
WestBromwichAlbion,BlackburnRovers,3,0,H,2011-2012
StokeCity,WolverhamptonWanderers,2,1,H,2011-2012
ManchesterUnited,QueensParkRangers,2,0,H,2011-2012
Arsenal,ManchesterCity,1,0,H,2011-2012
Everton,Sunderland,4,0,H,2011-2012
NewcastleUnited,BoltonWanderers,2,0,H,2011-2012
TottenhamHotspur,NorwichCity,1,2,A,2011-2012
AstonVilla,StokeCity,1,1,D,2011-2012
Fulham,Chelsea,1,1,D,2011-2012
BlackburnRovers,Liverpool,2,3,A,2011-2012
ManchesterCity,WestBromwichAlbion,4,0,H,2011-2012
WiganAthletic,ManchesterUnited,1,0,H,2011-2012
WolverhamptonWanderers,Arsenal,0,3,A,2011-2012
QueensParkRangers,SwanseaCity,3,0,H,2011-2012
NorwichCity,ManchesterCity,1,6,A,2011-2012
Sunderland,WolverhamptonWanderers,0,0,D,2011-2012
SwanseaCity,BlackburnRovers,3,0,H,2011-2012
WestBromwichAlbion,QueensParkRangers,1,0,H,2011-2012
ManchesterUnited,AstonVilla,4,0,H,2011-2012
Arsenal,WiganAthletic,1,2,A,2011-2012
Arsenal,Chelsea,0,0,D,2011-2012
AstonVilla,Sunderland,0,0,D,2011-2012
BlackburnRovers,NorwichCity,2,0,H,2011-2012
BoltonWanderers,SwanseaCity,1,1,D,2011-2012
Fulham,WiganAthletic,2,1,H,2011-2012
NewcastleUnited,StokeCity,3,0,H,2011-2012
QueensParkRangers,TottenhamHotspur,1,0,H,2011-2012
ManchesterUnited,Everton,4,4,D,2011-2012
Liverpool,WestBromwichAlbion,0,1,A,2011-2012
WolverhamptonWanderers,ManchesterCity,0,2,A,2011-2012
AstonVilla,BoltonWanderers,1,2,A,2011-2012
Everton,Fulham,4,0,H,2011-2012
StokeCity,Arsenal,1,1,D,2011-2012
Sunderland,BoltonWanderers,2,2,D,2011-2012
SwanseaCity,WolverhamptonWanderers,4,4,D,2011-2012
WestBromwichAlbion,AstonVilla,0,0,D,2011-2012
WiganAthletic,NewcastleUnited,4,0,H,2011-2012
NorwichCity,Liverpool,0,3,A,2011-2012
Chelsea,QueensParkRangers,6,1,H,2011-2012
TottenhamHotspur,BlackburnRovers,2,0,H,2011-2012
ManchesterCity,ManchesterUnited,1,0,H,2011-2012
Liverpool,Fulham,0,1,A,2011-2012
StokeCity,Everton,1,1,D,2011-2012
Chelsea,NewcastleUnited,0,2,A,2011-2012
BoltonWanderers,TottenhamHotspur,1,4,A,2011-2012
Arsenal,NorwichCity,3,3,D,2011-2012
NewcastleUnited,ManchesterCity,0,2,A,2011-2012
AstonVilla,TottenhamHotspur,1,1,D,2011-2012
BoltonWanderers,WestBromwichAlbion,2,2,D,2011-2012
Fulham,Sunderland,2,1,H,2011-2012
QueensParkRangers,StokeCity,1,0,H,2011-2012
WolverhamptonWanderers,Everton,0,0,D,2011-2012
ManchesterUnited,SwanseaCity,2,0,H,2011-2012
BlackburnRovers,WiganAthletic,0,1,A,2011-2012
Liverpool,Chelsea,4,1,H,2011-2012
Chelsea,BlackburnRovers,2,1,H,2011-2012
Everton,NewcastleUnited,3,1,H,2011-2012
ManchesterCity,QueensParkRangers,3,2,H,2011-2012
NorwichCity,AstonVilla,2,0,H,2011-2012
StokeCity,BoltonWanderers,2,2,D,2011-2012
Sunderland,ManchesterUnited,0,1,A,2011-2012
SwanseaCity,Liverpool,1,0,H,2011-2012
TottenhamHotspur,Fulham,2,0,H,2011-2012
WestBromwichAlbion,Arsenal,2,3,A,2011-2012
WiganAthletic,WolverhamptonWanderers,3,2,H,2011-2012
Arsenal,Sunderland,0,0,D,2012-2013
Fulham,NorwichCity,5,0,H,2012-2013
QueensParkRangers,SwanseaCity,0,5,A,2012-2013
Reading,StokeCity,1,1,D,2012-2013
WestBromwichAlbion,Liverpool,3,0,H,2012-2013
WestHamUnited,AstonVilla,1,0,H,2012-2013
NewcastleUnited,TottenhamHotspur,2,1,H,2012-2013
WiganAthletic,Chelsea,0,2,A,2012-2013
ManchesterCity,Southampton,3,2,H,2012-2013
Everton,ManchesterUnited,1,0,H,2012-2013
Chelsea,Reading,4,2,H,2012-2013
SwanseaCity,WestHamUnited,3,0,H,2012-2013
AstonVilla,Everton,1,3,A,2012-2013
ManchesterUnited,Fulham,3,2,H,2012-2013
NorwichCity,QueensParkRangers,1,1,D,2012-2013
Southampton,WiganAthletic,0,2,A,2012-2013
TottenhamHotspur,WestBromwichAlbion,1,1,D,2012-2013
Chelsea,NewcastleUnited,2,0,H,2012-2013
StokeCity,Arsenal,0,0,D,2012-2013
Liverpool,ManchesterCity,2,2,D,2012-2013
WestHamUnited,Fulham,3,0,H,2012-2013
SwanseaCity,Sunderland,2,2,D,2012-2013
TottenhamHotspur,NorwichCity,1,1,D,2012-2013
WestBromwichAlbion,Everton,2,0,H,2012-2013
WiganAthletic,StokeCity,2,2,D,2012-2013
ManchesterCity,QueensParkRangers,3,1,H,2012-2013
Liverpool,Arsenal,0,2,A,2012-2013
NewcastleUnited,AstonVilla,1,1,D,2012-2013
Southampton,ManchesterUnited,2,3,A,2012-2013
NorwichCity,WestHamUnited,0,0,D,2012-2013
Arsenal,Southampton,6,1,H,2012-2013
AstonVilla,SwanseaCity,2,0,H,2012-2013
Fulham,WestBromwichAlbion,3,0,H,2012-2013
ManchesterUnited,WiganAthletic,4,0,H,2012-2013
QueensParkRangers,Chelsea,0,0,D,2012-2013
StokeCity,ManchesterCity,1,1,D,2012-2013
Sunderland,Liverpool,1,1,D,2012-2013
Reading,TottenhamHotspur,1,3,A,2012-2013
Everton,NewcastleUnited,2,2,D,2012-2013
SwanseaCity,Everton,0,3,A,2012-2013
Chelsea,StokeCity,1,0,H,2012-2013
Southampton,AstonVilla,4,1,H,2012-2013
WestBromwichAlbion,Reading,1,0,H,2012-2013
WestHamUnited,Sunderland,1,1,D,2012-2013
WiganAthletic,Fulham,1,2,A,2012-2013
Liverpool,ManchesterUnited,1,2,A,2012-2013
NewcastleUnited,NorwichCity,1,0,H,2012-2013
ManchesterCity,Arsenal,1,1,D,2012-2013
TottenhamHotspur,QueensParkRangers,2,1,H,2012-2013
Arsenal,Chelsea,1,2,A,2012-2013
Everton,Southampton,3,1,H,2012-2013
Fulham,ManchesterCity,1,2,A,2012-2013
NorwichCity,Liverpool,2,5,A,2012-2013
Reading,NewcastleUnited,2,2,D,2012-2013
StokeCity,SwanseaCity,2,0,H,2012-2013
Sunderland,WiganAthletic,1,0,H,2012-2013
ManchesterUnited,TottenhamHotspur,2,3,A,2012-2013
AstonVilla,WestBromwichAlbion,1,1,D,2012-2013
QueensParkRangers,WestHamUnited,1,2,A,2012-2013
ManchesterCity,Sunderland,3,0,H,2012-2013
Chelsea,NorwichCity,4,1,H,2012-2013
SwanseaCity,Reading,2,2,D,2012-2013
WestBromwichAlbion,QueensParkRangers,3,2,H,2012-2013
WiganAthletic,Everton,2,2,D,2012-2013
WestHamUnited,Arsenal,1,3,A,2012-2013
Southampton,Fulham,2,2,D,2012-2013
Liverpool,StokeCity,0,0,D,2012-2013
TottenhamHotspur,AstonVilla,2,0,H,2012-2013
NewcastleUnited,ManchesterUnited,0,3,A,2012-2013
TottenhamHotspur,Chelsea,2,4,A,2012-2013
Fulham,AstonVilla,1,0,H,2012-2013
Liverpool,Reading,1,0,H,2012-2013
ManchesterUnited,StokeCity,4,2,H,2012-2013
SwanseaCity,WiganAthletic,2,1,H,2012-2013
WestBromwichAlbion,ManchesterCity,1,2,A,2012-2013
WestHamUnited,Southampton,4,1,H,2012-2013
NorwichCity,Arsenal,1,0,H,2012-2013
Sunderland,NewcastleUnited,1,1,D,2012-2013
QueensParkRangers,Everton,1,1,D,2012-2013
AstonVilla,NorwichCity,1,1,D,2012-2013
Arsenal,QueensParkRangers,1,0,H,2012-2013
Reading,Fulham,3,3,D,2012-2013
StokeCity,Sunderland,0,0,D,2012-2013
WiganAthletic,WestHamUnited,2,1,H,2012-2013
ManchesterCity,SwanseaCity,1,0,H,2012-2013
Everton,Liverpool,2,2,D,2012-2013
NewcastleUnited,WestBromwichAlbion,2,1,H,2012-2013
Southampton,TottenhamHotspur,1,2,A,2012-2013
Chelsea,ManchesterUnited,2,3,A,2012-2013
ManchesterUnited,Arsenal,2,1,H,2012-2013
Fulham,Everton,2,2,D,2012-2013
NorwichCity,StokeCity,1,0,H,2012-2013
Sunderland,AstonVilla,0,1,A,2012-2013
SwanseaCity,Chelsea,1,1,D,2012-2013
TottenhamHotspur,WiganAthletic,0,1,A,2012-2013
WestHamUnited,ManchesterCity,0,0,D,2012-2013
QueensParkRangers,Reading,1,1,D,2012-2013
Liverpool,NewcastleUnited,1,1,D,2012-2013
WestBromwichAlbion,Southampton,2,0,H,2012-2013
Arsenal,Fulham,3,3,D,2012-2013
Everton,Sunderland,2,1,H,2012-2013
Reading,NorwichCity,0,0,D,2012-2013
Southampton,SwanseaCity,1,1,D,2012-2013
StokeCity,QueensParkRangers,1,0,H,2012-2013
WiganAthletic,WestBromwichAlbion,1,2,A,2012-2013
AstonVilla,ManchesterUnited,2,3,A,2012-2013
ManchesterCity,TottenhamHotspur,2,1,H,2012-2013
NewcastleUnited,WestHamUnited,0,1,A,2012-2013
Chelsea,Liverpool,1,1,D,2012-2013
Arsenal,TottenhamHotspur,5,2,H,2012-2013
Liverpool,WiganAthletic,3,0,H,2012-2013
ManchesterCity,AstonVilla,5,0,H,2012-2013
NewcastleUnited,SwanseaCity,1,2,A,2012-2013
QueensParkRangers,Southampton,1,3,A,2012-2013
Reading,Everton,2,1,H,2012-2013
WestBromwichAlbion,Chelsea,2,1,H,2012-2013
NorwichCity,ManchesterUnited,1,0,H,2012-2013
Fulham,Sunderland,1,3,A,2012-2013
WestHamUnited,StokeCity,1,1,D,2012-2013
Sunderland,WestBromwichAlbion,2,4,A,2012-2013
Everton,NorwichCity,1,1,D,2012-2013
ManchesterUnited,QueensParkRangers,3,1,H,2012-2013
StokeCity,Fulham,1,0,H,2012-2013
WiganAthletic,Reading,3,2,H,2012-2013
AstonVilla,Arsenal,0,0,D,2012-2013
SwanseaCity,Liverpool,0,0,D,2012-2013
Southampton,NewcastleUnited,2,0,H,2012-2013
Chelsea,ManchesterCity,0,0,D,2012-2013
TottenhamHotspur,WestHamUnited,3,1,H,2012-2013
Sunderland,QueensParkRangers,0,0,D,2012-2013
AstonVilla,Reading,1,0,H,2012-2013
Chelsea,Fulham,0,0,D,2012-2013
Everton,Arsenal,1,1,D,2012-2013
Southampton,NorwichCity,1,1,D,2012-2013
StokeCity,NewcastleUnited,2,1,H,2012-2013
SwanseaCity,WestBromwichAlbion,3,1,H,2012-2013
TottenhamHotspur,Liverpool,2,1,H,2012-2013
ManchesterUnited,WestHamUnited,1,0,H,2012-2013
WiganAthletic,ManchesterCity,0,2,A,2012-2013
WestHamUnited,Chelsea,3,1,H,2012-2013
Arsenal,SwanseaCity,0,2,A,2012-2013
Fulham,TottenhamHotspur,0,3,A,2012-2013
Liverpool,Southampton,1,0,H,2012-2013
ManchesterCity,Everton,1,1,D,2012-2013
QueensParkRangers,AstonVilla,1,1,D,2012-2013
WestBromwichAlbion,StokeCity,0,1,A,2012-2013
Reading,ManchesterUnited,3,4,A,2012-2013
NorwichCity,Sunderland,2,1,H,2012-2013
NewcastleUnited,WiganAthletic,3,0,H,2012-2013
Arsenal,WestBromwichAlbion,2,0,H,2012-2013
AstonVilla,StokeCity,0,0,D,2012-2013
Southampton,Reading,1,0,H,2012-2013
Sunderland,Chelsea,1,3,A,2012-2013
SwanseaCity,NorwichCity,3,4,A,2012-2013
WiganAthletic,QueensParkRangers,2,2,D,2012-2013
ManchesterCity,ManchesterUnited,2,3,A,2012-2013
Everton,TottenhamHotspur,2,1,H,2012-2013
WestHamUnited,Liverpool,2,3,A,2012-2013
Fulham,NewcastleUnited,2,1,H,2012-2013
Sunderland,Reading,3,0,H,2012-2013
NewcastleUnited,ManchesterCity,1,3,A,2012-2013
Liverpool,AstonVilla,1,3,A,2012-2013
ManchesterUnited,Sunderland,3,1,H,2012-2013
NorwichCity,WiganAthletic,2,1,H,2012-2013
QueensParkRangers,Fulham,2,1,H,2012-2013
StokeCity,Everton,1,1,D,2012-2013
TottenhamHotspur,SwanseaCity,1,0,H,2012-2013
WestBromwichAlbion,WestHamUnited,0,0,D,2012-2013
Reading,Arsenal,2,5,A,2012-2013
WiganAthletic,Arsenal,0,1,A,2012-2013
ManchesterCity,Reading,1,0,H,2012-2013
NewcastleUnited,QueensParkRangers,1,0,H,2012-2013
Southampton,Sunderland,0,1,A,2012-2013
TottenhamHotspur,StokeCity,0,0,D,2012-2013
WestBromwichAlbion,NorwichCity,2,1,H,2012-2013
WestHamUnited,Everton,1,2,A,2012-2013
Liverpool,Fulham,4,0,H,2012-2013
SwanseaCity,ManchesterUnited,1,1,D,2012-2013
Chelsea,AstonVilla,8,0,H,2012-2013
Everton,WiganAthletic,2,1,H,2012-2013
Fulham,Southampton,1,1,D,2012-2013
ManchesterUnited,NewcastleUnited,4,3,H,2012-2013
NorwichCity,Chelsea,0,1,A,2012-2013
QueensParkRangers,WestBromwichAlbion,1,2,A,2012-2013
Reading,SwanseaCity,0,0,D,2012-2013
Sunderland,ManchesterCity,1,0,H,2012-2013
AstonVilla,TottenhamHotspur,0,4,A,2012-2013
StokeCity,Liverpool,3,1,H,2012-2013
Sunderland,TottenhamHotspur,1,2,A,2012-2013
AstonVilla,WiganAthletic,0,3,A,2012-2013
Fulham,SwanseaCity,1,2,A,2012-2013
ManchesterUnited,WestBromwichAlbion,2,0,H,2012-2013
NorwichCity,ManchesterCity,3,4,A,2012-2013
Reading,WestHamUnited,1,0,H,2012-2013
StokeCity,Southampton,3,3,D,2012-2013
Arsenal,NewcastleUnited,7,3,H,2012-2013
Everton,Chelsea,1,2,A,2012-2013
QueensParkRangers,Liverpool,0,3,A,2012-2013
WestBromwichAlbion,Fulham,1,2,A,2012-2013
ManchesterCity,StokeCity,3,0,H,2012-2013
SwanseaCity,AstonVilla,2,2,D,2012-2013
TottenhamHotspur,Reading,3,1,H,2012-2013
WestHamUnited,NorwichCity,2,1,H,2012-2013
WiganAthletic,ManchesterUnited,0,4,A,2012-2013
Southampton,Arsenal,1,1,D,2012-2013
Chelsea,QueensParkRangers,0,1,A,2012-2013
Liverpool,Sunderland,3,0,H,2012-2013
NewcastleUnited,Everton,1,2,A,2012-2013
QueensParkRangers,TottenhamHotspur,0,0,D,2012-2013
AstonVilla,Southampton,0,1,A,2012-2013
Everton,SwanseaCity,0,0,D,2012-2013
Fulham,WiganAthletic,1,1,D,2012-2013
NorwichCity,NewcastleUnited,0,0,D,2012-2013
Reading,WestBromwichAlbion,3,2,H,2012-2013
StokeCity,Chelsea,0,4,A,2012-2013
Sunderland,WestHamUnited,3,0,H,2012-2013
ManchesterUnited,Liverpool,2,1,H,2012-2013
Arsenal,ManchesterCity,0,2,A,2012-2013
Chelsea,Southampton,2,2,D,2012-2013
Liverpool,NorwichCity,5,0,H,2012-2013
ManchesterCity,Fulham,2,0,H,2012-2013
NewcastleUnited,Reading,1,2,A,2012-2013
SwanseaCity,StokeCity,3,1,H,2012-2013
WestHamUnited,QueensParkRangers,1,1,D,2012-2013
WiganAthletic,Sunderland,2,3,A,2012-2013
WestBromwichAlbion,AstonVilla,2,2,D,2012-2013
Chelsea,Arsenal,2,1,H,2012-2013
TottenhamHotspur,ManchesterUnited,1,1,D,2012-2013
Southampton,Everton,0,0,D,2012-2013
Arsenal,WestHamUnited,5,1,H,2012-2013
AstonVilla,NewcastleUnited,1,2,A,2012-2013
QueensParkRangers,ManchesterCity,0,0,D,2012-2013
StokeCity,WiganAthletic,2,2,D,2012-2013
Sunderland,SwanseaCity,0,0,D,2012-2013
Arsenal,Liverpool,2,2,D,2012-2013
Everton,WestBromwichAlbion,2,1,H,2012-2013
NorwichCity,TottenhamHotspur,1,1,D,2012-2013
Fulham,WestHamUnited,3,1,H,2012-2013
ManchesterUnited,Southampton,2,1,H,2012-2013
Reading,Chelsea,2,2,D,2012-2013
QueensParkRangers,NorwichCity,0,0,D,2012-2013
Arsenal,StokeCity,1,0,H,2012-2013
Everton,AstonVilla,3,3,D,2012-2013
NewcastleUnited,Chelsea,3,2,H,2012-2013
Reading,Sunderland,2,1,H,2012-2013
WestHamUnited,SwanseaCity,1,0,H,2012-2013
WiganAthletic,Southampton,2,2,D,2012-2013
Fulham,ManchesterUnited,0,1,A,2012-2013
WestBromwichAlbion,TottenhamHotspur,0,1,A,2012-2013
ManchesterCity,Liverpool,2,2,D,2012-2013
TottenhamHotspur,NewcastleUnited,2,1,H,2012-2013
Chelsea,WiganAthletic,4,1,H,2012-2013
NorwichCity,Fulham,0,0,D,2012-2013
StokeCity,Reading,2,1,H,2012-2013
Sunderland,Arsenal,0,1,A,2012-2013
SwanseaCity,QueensParkRangers,4,1,H,2012-2013
Southampton,ManchesterCity,3,1,H,2012-2013
AstonVilla,WestHamUnited,2,1,H,2012-2013
ManchesterUnited,Everton,2,0,H,2012-2013
Liverpool,WestBromwichAlbion,0,2,A,2012-2013
Liverpool,SwanseaCity,5,0,H,2012-2013
Fulham,StokeCity,1,0,H,2012-2013
Arsenal,AstonVilla,2,1,H,2012-2013
NorwichCity,Everton,2,1,H,2012-2013
QueensParkRangers,ManchesterUnited,0,2,A,2012-2013
Reading,WiganAthletic,0,3,A,2012-2013
WestBromwichAlbion,Sunderland,2,1,H,2012-2013
ManchesterCity,Chelsea,2,0,H,2012-2013
NewcastleUnited,Southampton,4,2,H,2012-2013
WestHamUnited,TottenhamHotspur,2,3,A,2012-2013
Chelsea,WestBromwichAlbion,1,0,H,2012-2013
